question,temporality,feature,label,mode,model,f1_binary_mean,f1_binary_std,f1_macro_mean,f1_macro_std
3,False,all,anxiety,selection feature,GradientBoostingClassifier,0.6452380952380953,0.07548032135308268,0.5919047619047619,0.0904072418988385
3,False,all,anxiety,selection feature,KNeighborsClassifier,0.6119047619047618,0.09729912734144072,0.5769047619047619,0.0792878592588445
3,False,all,anxiety,selection feature,GaussianNB,0.5942857142857143,0.11617486233887167,0.615952380952381,0.09739957907781294
3,False,all,anxiety,selection feature,DecisionTreeClassifier,0.5742857142857143,0.17540364850622997,0.5347619047619048,0.11137921169673427
3,False,all,anxiety,selection feature,SVC,0.5214285714285715,0.20419356340949749,0.518968253968254,0.13506015195462556
3,False,all,anxiety,PCA,HistGradientBoostingClassifier,0.6896969696969697,0.05659450923601823,0.34484848484848485,0.028297254618009113
3,False,all,anxiety,PCA,LinearSVC,0.5936507936507935,0.20622707008141858,0.5411111111111111,0.19135741919133065
3,False,all,anxiety,PCA,SVC,0.5797402597402598,0.1504310006420262,0.45415584415584415,0.1362951109345781
3,False,all,anxiety,PCA,KNeighborsClassifier,0.5785714285714285,0.12433496561092294,0.5464285714285715,0.15248787171577993
3,False,all,anxiety,PCA,RandomForestClassifier,0.5752380952380952,0.1089217406133013,0.5896320346320346,0.06818733228578852
3,False,all,anxiety,PCA,LogisticRegression,0.5222222222222223,0.14487116456005888,0.48801587301587296,0.13773911845161
3,False,all,anxiety,PCA,GradientBoostingClassifier,0.4809523809523809,0.2778684659218125,0.5236796536796537,0.14438962233025865
3,False,all,anxiety,PCA,GaussianNB,0.4366666666666667,0.3536319492856317,0.44222222222222224,0.3189089714930664
3,False,all,anxiety,PCA,DecisionTreeClassifier,0.36428571428571427,0.3447862396042048,0.4786796536796537,0.15775716806419846
3,False,all,anxiety,Pass,RandomForestClassifier,0.7547619047619047,0.0676584392303944,0.7114285714285714,0.11668063570404179
3,False,all,anxiety,Pass,DecisionTreeClassifier,0.7528571428571429,0.14825515787565266,0.701031746031746,0.1853849168549839
3,False,all,anxiety,Pass,SVC,0.7466666666666667,0.07302967433402216,0.62,0.08612007121842544
3,False,all,anxiety,Pass,GradientBoostingClassifier,0.7,0.045643546458763874,0.6466666666666667,0.104847773250344
3,False,all,anxiety,Pass,HistGradientBoostingClassifier,0.6896969696969697,0.05659450923601823,0.34484848484848485,0.028297254618009113
3,False,all,anxiety,Pass,KNeighborsClassifier,0.6333333333333333,0.17280367794439766,0.625,0.11651776211757964
3,False,all,anxiety,Pass,GaussianNB,0.6095238095238095,0.0521640530957301,0.6311904761904762,0.08230832196045294
3,False,all,anxiety,Pass,LogisticRegression,0.5742857142857143,0.17540364850622994,0.5736507936507936,0.17655243101399476
3,False,all,anxiety,Pass,LinearSVC,0.5599999999999999,0.17857460314638499,0.5426984126984127,0.19008673810136156
4,False,all,depression,selection feature,GaussianNB,0.41904761904761906,0.31837170762755773,0.5155555555555555,0.22187941245403967
4,False,all,depression,selection feature,LogisticRegression,0.4109523809523809,0.2809503631888803,0.5154761904761905,0.16158055775368188
4,False,all,depression,selection feature,DecisionTreeClassifier,0.37761904761904763,0.2648085775922674,0.4664069264069264,0.22700879593428178
4,False,all,depression,selection feature,LinearSVC,0.3466666666666666,0.23758039574940615,0.485,0.15119891240055633
4,False,all,depression,selection feature,SVC,0.3038095238095238,0.1879113024710645,0.4598701298701299,0.1424636782729846
